Filename,Title,Authors,Year,Summary
PMC_1244.pdf,Relationship between polygenic risk scores for various psychiatric disorders and clinical and neuropsychological characteristics in children with attention-deficit/hyperactivity disorder,WU Zhao-Min; WANG Peng; DONG Chao; CAO Xiao-Lan; HU Lan-Fang; KOU Cong; JIANG Jia-Jing; ZHANG Lin-Lin; YANG Li; WANG Yu-Feng; LI Ying; YANG Bin-Rang,2025,"This study investigated the relationship between the polygenic risks for various psychiatric disorders and clinical and neuropsychological characteristics in children with attention-deficit/hyperactivity disorder (ADHD). The results showed that children with ADHD had significantly higher polygenic risk scores (PRSs) for ADHD, major depressive disorder, anxiety disorder, and obsessive-compulsive disorder compared to healthy controls. The PRSs for various psychiatric disorders were also correlated with the behavioral and cognitive functions of children with ADHD, providing insights into the heterogeneity of ADHD."
PMC_1245.pdf,A Novel CHMP2B Splicing Variant in Atypical Presentation of Familial Frontotemporal Lobar Degeneration,Sara Rubio-Guerra; Sara Bernal; David Almenta; Josefina Pérez-Blanco; Valle Camacho; Isabel Sala; Mª Belén Sánchez-Saudinós; Jesús García Castro; Judit Selma-González; Miguel Ángel Santos-Santos; Álvaro Carbayo; Janina Turon-Sans; Ricard Rojas-Garcia; Daniel Alcolea; Juan Fortea; Alberto Lleó; Oriol Dols-Icardo; Ignacio Illán-Gala,2025,"This research article describes a novel splicing variant in the CHMP2B gene associated with frontotemporal lobar degeneration (FTLD) in a family from Spain. The cases involved two monozygotic twins with atypical presentations, including a behavioral variant of frontotemporal dementia and a syndrome mimicking dementia with Lewy bodies. The authors provide evidence supporting the pathogenicity of this variant and contribute new insights into the genetic landscape and clinical heterogeneity of FTLD."
PMC_1246.pdf,Musical rhythm abilities and risk for developmental speech-language problems and disorders: epidemiological and polygenic associations,Srishti Nayak; Enikő Ladányi; Else Eising; Yasminam Ekki; Rachana Nitin; Catherine T. Bush; Daniel E. Gustavson; Manuel Anglada-Tort; Hope S. Lancaster; Miriam A. Mosing; Fredrik Ullén; Cyrille L. Magne; Simon E. Fisher; Nori Jacoby; Reyna L. Gordon,2025,"The research investigates the association between musical rhythm abilities and developmental speech-language disorders. Findings suggest that non-linguistic rhythm impairment is a modest but consistent risk factor for developmental speech, language, and reading disorders. The study also finds shared genetic architecture between musical rhythm and reading abilities, suggesting genetic pleiotropy between musicality and language-related phenotypes."
PMC_1246_2.pdf,IQ variability and cognitive life skills: insights from Spanish students in vocational physical activity and sports training,María Madrid-Rísquez; Virginia Alcaraz-Rodríguez; Pilar Gómez-Rey; Antonio Muñoz-Llerena,2025,"This study aimed to analyze the development of four cognitive areas (verbal comprehension, perceptual reasoning, working memory, and processing speed) and the Full Scale Intellectual Quotient (FSIQ) in Spanish vocational students in the Intermediate Vocational Training Program in Outdoor Activity Guidance. The results revealed that students generally scored below the population mean in overall IQ, with significant variability. The study highlights the challenges faced by vocational students, particularly in areas critical for learning, and emphasizes the need for tailored educational support to enhance their cognitive performance and success in vocational education pathways."
PMC_1246_3.pdf,Developmental Language Disorder and Risk of Dyslexia—Can They Be Told Apart?,Aliki Chalikia; Asimina M. Ralli; Faye Antoniou,2025,"This study investigates differences and similarities among children with Developmental Language Disorder (DLD), children at Risk of Dyslexia (RfD), and typically developing children (TD) in phonological processing, verbal working memory, oral language, and word decoding. Both special groups (DLD, RfD) performed significantly worse than the TD group across nearly all measurements. DLD children showed pronounced oral language and verbal short-term memory deficits, while RfD children primarily struggled with decoding and explicit phonological awareness. The findings are discussed in light of the theoretical models of the relationship between DLD and Dyslexia."
PMC_1246_4.pdf,"Developmental Coordination Disorder in Preschool-Aged Children: A Neuropsychological Perspective on Visuospatial Working Memory and Attentional, Planning, and Decision-Making Processing in Relation to Fundamental Movement Skills",Katerina Asonitou; Dimitra Koutsouki; Thomas Kourtessis; Antonis Kambas,2025,"This study investigates specific neuropsychological functions—visuospatial working memory, attention, planning, and decision-making—among preschool-aged children with Developmental Coordination Disorder (DCD) compared to typically developing peers. The findings highlight significant performance disparities between DCD and typically developing children across attentional and planning domains, with notable cognitive-motor correlations. The study suggests that targeted cognitive assessments can enhance early diagnosis and guide personalized motor-cognitive interventions to improve developmental outcomes in children with DCD."
PMC_1248.pdf,Dual Attention-Based recurrent neural network and Two-Tier optimization algorithm for human activity recognition in individuals with disabilities,Hend Khalid Alkahtani; Gouse Pasha Mohammed; Radwa Marzouk,2025,"This research proposes a Dual Attention-Based Two-Tier Metaheuristic Optimization Algorithm for Human Activity Recognition with Disabilities (DATTMOA-HARD) model. The main intention of the DATTMOA-HARD model is to improve human activity recognition (HAR) to assist disabled individuals. The model employs Z-score normalization, binary firefly algorithm for feature selection, dual attention bidirectional gated recurrent unit for classification, and Tasmanian devil optimizer for hyperparameter tuning. The DATTMOA-HARD approach achieved an accuracy of 98.66% on the HAR dataset, outperforming existing methods."
PMC_1248_10.pdf,Hemoglobin-to-red blood cell distribution width ratio in the relationship between occupational aluminum exposure and cognitive function impairment: a mediation analysis,Ruo-nan Wang; Zhuo-hui Wang; Wen-cheng Hu; Fan-peng Kong; Zi-yan Pei; Jing Song; Xiao-ting Lu; Bao-long Pan,2025,"This study investigated the partial mediating role of the inflammatory marker hemoglobin-to-red cell distribution width ratio (HRR) in the association between occupational aluminum exposure and cognitive function impairment. The results showed that occupational aluminum exposure negatively affects workers' cognitive function and HRR levels, and HRR can partially explain the effects of occupational aluminum exposure on workers' cognitive function."
PMC_1248_11.pdf,Breaking barriers: ten essential steps to achieve gender equality in academiathrough scienti ﬁc societies,Ana Genua-Olmedo; Sílvia Poblador; Judit Lecina-Diaz; María Mar Sánchez-Montoya; Pablo Rodríguez-Lozano; Mireia Bartrons; Elena Hernández-del Amo; María Anton-Pardo; Núria Catalán; Ada Pastor; Miguel Cañedo-Argüelles; Anna Freixa; Susana Bernal,2025,The article discusses the persistent gender gap in STEM disciplines and proposes ten actionable steps for scientific societies to address this issue. It highlights the need to make invisible obstacles to gender equity visible and engage the entire STEM community in creating more inclusive and equitable academic environments.
PMC_1248_12.pdf,TOPSIS driven complex picture fuzzy approach for speech matching and sports training feature recognition,Walid Emam; Munazza Amin; Raiha Imran; Muhammad Safdar Nazeer; Kifayat Ullah; Zeeshan Ali,2025,"This research proposes incorporating complex picture fuzzy information measures (CPF-IM) to enhance the accuracy of TOPSIS-based decision-making for speech matching and sports training feature recognition. The study developed novel similarity measures (SMs) and distance measures (DMs) to handle real and imaginary components of complex picture fuzzy sets (CPFS). The results show the proposed CPF-TOPSIS approach outperforms other techniques in terms of accuracy and reliability, enabling better expert assessment decisions by effectively handling uncertain data, cyclical patterns, and evaluation hesitations."
PMC_1248_13.pdf,"Children with and without reading difficulty value robot reading companions that are smart, supportive, and personalised",Ryssa Moffat; Hannah Cahill; Emily S. Cross; Nathan Caruana,2025,"The study explored children's expectations, needs, and desires for a robot that supports reading through co-design sessions and interviews. Key findings suggest that children designed robots that could deliver reading-specific support alongside emotional support, with important features including prosocial behaviors, breadth of knowledge, and customizable designs. The results have implications for the design and implementation of social robots to support reading, indicating that children are open to interacting with reading robot companions."
PMC_1248_14.pdf,Sarcopenic Obesity Defined by Japanese Working Group on Sarcopenic Obesity in Post-Stroke Inpatients: Prevalence and Clinical Implications,Ayaka Matsumoto; Yoshihiro Yoshimura; Hidetaka Wakabayashi; Fumihiko Nagano; Sayuri Shimazu; Yoshifumi Kido; Ai Shiraishi; Takenori Hamada; Kouki Yoneda; Takahiro Bise; Aomi Kuzuhara,2025,"This study investigated the prevalence of sarcopenic obesity (SO) as defined by the Japanese Working Group on Sarcopenic Obesity (JWGSO) criteria in post-stroke patients undergoing rehabilitation and its association with activities of daily living (ADL) and length of hospital stay. The study found that the prevalence of JWGSO-defined SO was 5.4%, with no significant association with ADL or length of stay. However, sarcopenia alone demonstrated significant negative associations with both outcomes, suggesting the importance of addressing muscle mass and strength in stroke rehabilitation."
PMC_1248_15.pdf,Pre-CBT resting-state connectivity and white matter integrity in OCD remission: A multimodal MRI study,Yuki Ikemizu; Yuko Isobe; Yusuke Sudo; Junko Ota; Ritu Bhusal Chhatkulia; Tubasa Sasaki; Kohei Kurita; Tokiko Yoshida; Koji Matsumoto; Masaru Kuno; Naoko Kato; Akiko Nakagawa; Eiji Shimizu; Yoshiyuki Hirano,2025,"This study investigates the relationship between pre-treatment functional and structural connectivity and remission status in OCD patients following cognitive-behavioral therapy (CBT). The findings suggest that enhanced pre-treatment functional connectivity in visual processing regions and specific white matter tracts may serve as biomarkers for remission in OCD following CBT, potentially improving the understanding of CBT's neural effects and guiding personalized treatment strategies."
PMC_1248_2.pdf,Machine learning in the prediction of diabetic peripheral neuropathy: a systematic review,Yueying Ma; Zhiying Wang; Zheng Yao; Bin Lu; Yanming He,2025,"This systematic review provides an overview of machine learning (ML) methods for predicting diabetic peripheral neuropathy (DPN). The review found that existing DPN prediction models demonstrate good performance in discrimination, but the overall risk of bias in the included studies is high, and their applicability is limited. Future efforts should prioritize prospective, large, multicentre datasets, external validation, and adherence to PROBAST guidelines to reduce bias and enhance applicability for clinical application."
PMC_1248_3.pdf,Spatial distribution patterns and risk factors of hookworm disease in China: A study based on successive national surveillance,Huihui Zhu; Jilei Huang; Jinxin Zheng; Changhai Zhou; Tingjun Zhu; Mizhen Zhang; Luyuan Zhao; Xiaohong Wu; Jingbo Xue; Xiao-Nong Zhou; Shizhu Li; Menbao Qian,2025,"This study analyzes the spatial distribution patterns and risk factors of hookworm disease in China using data from national surveillance from 2016 to 2021. The researchers found significant geographic disparities, with the highest infection rates in south-western regions and the lowest in the Northeast. Key risk factors identified include the frequency of barefoot farming, land cover, average relative humidity, and average monthly sunshine duration."
PMC_1248_4.pdf,DiabetesXpertNet: An innovative attention-based CNN for accurate type 2 diabetes prediction,Rahman Farnoosh; Karlo Abnoosian; Rasha Abbas Isewid; Danial Javaheri,2025,"This study introduces DiabetesXpertNet, an innovative deep learning framework designed to enhance the prediction of Type 2 diabetes mellitus. DiabetesXpertNet incorporates a convolutional neural network architecture with dynamic channel attention modules to prioritize clinically significant features and a context-aware feature enhancer to capture complex sequential relationships within structured datasets. The model employs advanced preprocessing techniques and a logistic regression-based class weighting strategy to address challenges such as imbalanced datasets, high-dimensional data, missing values, and outliers. Evaluated on the PID and Frankfurt Hospital, Germany Diabetes datasets, DiabetesXpertNet achieves state-of-the-art performance in predicting Type 2 diabetes."
PMC_1248_5.pdf,Diverging roles of domain-specific anxieties in number-space associations. Insights from a multi-directional number line paradigm,Sophie J. Leonard; Flavia H. Santos,2025,"This study examines the impacts of math anxiety and spatial anxiety on visuo-spatial elements of mathematical performance, such as number line estimation. The researchers implemented three adaptations of the multi-directional number line task to simultaneously assess elements of individual differences in spatial-numerical associations. The results indicate that while directional number line estimation was predicted by math anxiety, no relationship was found for spatial anxiety in any of the three experiments. The study also explores the relationship between these emotional factors and gender."
PMC_1248_6.pdf,User cum expert judgement model for accessibility using fuzzy approach,Kumari Sarita; Parminder Kaur; Satinder Kaur,2025,"The study proposes a fuzzy-based model that combines user and expert evaluations to assess website accessibility. The model was applied to 20 websites from healthcare and incubation domains, involving users with low vision and experts. The results indicate that healthcare websites have better accessibility compared to incubation websites, though both need to address certain critical issues to achieve excellent accessibility. The proposed model can aggregate diverse user and expert responses to contribute to more inclusive digital environments and provide more accurate and context-sensitive accessibility evaluation."
PMC_1248_7.pdf,Development of a Web-Based Intervention to Support Primary Health Care Professionals in Digital Health Measurement: User-Centered Participatory Approach,Kristel Meijers; Esther Bols; Emmylou Beekman; Rachel Slangen; Peter Alexander van de Hoef; Darcy Ummels; Rik Crutzen,2025,"This research aimed to identify the most appropriate format and content for an intervention to support primary health care professionals in adopting digital health measurement. Using a participatory action research and user-centered design approach, the researchers developed a web-based, stepwise intervention that combines theoretical information, practical aids, examples, and experiences. The key features of the intervention include concise content, intuitive and attractive graphic design, and flexible navigation and functionalities. The iterative development process led to improvements in usability ratings."
PMC_1248_8.pdf,An investigation of the effects of different text formats on middle school students' reading comprehension performance,Betül Koparan,2025,"This study is a quasi-experimental research that aims to compare the reading comprehension levels of students who read texts in textbooks through printed, digital, and augmented reality (AR)-supported formats. The results showed that the AR-supported reading activity improved students' reading comprehension performance in all sub-dimensions of reading comprehension. These findings indicate that AR content is more effective in improving students' reading comprehension compared to printed and digital texts when reading storybooks."
PMC_1248_9.pdf,Effects of sedentary discontinuous intervention on physiological function and mental health of middle school students,Wanjun Li; Qiang Tang; Xingzhi Yan; Bingcai Yan,2025,"This study explores the effects of sedentary discontinuity on the physical and mental health of middle school students. The experimental group added 4 times of 5-8 minutes of physical exercise between classes every day, while the control group arranged the physical exercise between classes independently. The results show that the sedentary intermittent intervention can effectively improve the physical health level of adolescents and reduce the risk of cardiovascular disease. Schools should actively carry out physical exercise during recess to help students grow up healthily."
PMC_1249.pdf,"Suicide risk, psychopathology and cognitive impairments in schizophrenia with insomnia: a large-scale cross-sectional study",Chenghao Lu; Dan Qi; Yunxuan Ping; Chuhao Zhang; Shuzhe Wang; Nannan Liu; Xinxu Wang; Shen Li; Jie Li,2025,"This study investigated the prevalence of suicide risk, clinical characteristics, and cognitive impairments in a large sample of chronic schizophrenia patients with insomnia. The results showed that chronic schizophrenia patients with insomnia have a higher risk of suicide, and that language function and general psychopathology serve as risk factors and predictors of suicide risk in this population."
PMC_1249_10.pdf,Artificial intelligence in drug development for delirium and Alzheimer's disease,Ruixue Ai; Xianglu Xiao; Shenglong Deng; Nan Yang; Xiaodan Xing; Leiv Otto Watne; Geir Selbæk; Yehani Wedatilake; Chenglong Xie; David C. Rubinsztein; Jennifer E. Palmer; Bjørn Erik Neerland; Hongming Chen; Zhangming Niu; Guang Yang; Evandro Fei Fang,2025,"This review explores the pivotal role of artificial intelligence (AI) in revolutionizing drug discovery for Alzheimer's disease (AD) and delirium from target identification to the development of small molecule and protein-based therapies. It highlights recent advances in deep learning, particularly in accurate protein structure prediction, which are facilitating novel approaches to drug design and expediting the discovery pipeline for biological and small molecule therapeutics. The review concludes with an appraisal of current achievements and limitations, and touches on prospects for the use of AI in advancing drug discovery in AD and delirium, emphasizing its transformative potential in addressing these two and possibly other neurodegenerative conditions."
PMC_1249_11.pdf,Transcranial Direct Current Stimulation in Parkinson's Disease Patients in the Off State: A Randomized Controlled Crossover Trial Examining the Effects on Pain With and Without the Influence of Dopaminergic Medication,Yeray González-Zamorano; Marcos Moreno-Verdú; Alexis Martínez-Benito; Josué Fernández-Carnero; Juan Pablo Romero,2025,"This study aimed to determine the effect of a single session of transcranial direct current stimulation (tDCS) over the primary motor cortex (M1) followed by usual dopaminergic medication on perceived pain and pain processing characteristics in Parkinson's disease (PD) patients in the Off state. The results showed that one session of tDCS over M1 alleviated pain perception in PD patients in the Off state, but tDCS followed by dopaminergic medication intake did not yield additional benefits in pain processing, suggesting pathways different from dopaminergic ones in pain regulation in PD patients."
PMC_1249_12.pdf,Generational effects in Down syndrome: Enriched environment enhances functionality without reducing Alzheimer's disease risk,Lídia Vaqué-Alcázar; Laura Videla; Bessy Benejam; Laura Del Hoyo Soriano; Isabel Barroeta; Susana Fernandez; Íñigo Rodríguez-Baz; José Enrique Arriola-Infante; Javier Arranz; Lucía Maure Blesa; Aida Sanjuan-Hernández; Alejandra O. Morcillo-Nieto; Alexandre Bejanin; Eider M. Arenaza-Urquijo; Alberto Lleó; David Bartrés-Faz; Maria Carmona-Iragui; Juan Fortea,2025,"This study investigates generational changes in individuals with Down syndrome (DS), examining the effects on intellectual disability (ID), functionality, and cognition. The results indicate a shift towards a higher proportion of individuals with mild/moderate ID, greater intelligence, and increased autonomy. However, this was not accompanied by a delay in the age of Alzheimer's disease (AD) onset in the DS cohort or in the literature over the past 35 years. The findings highlight notable generational improvements in DS, but no effects on the age at AD dementia diagnosis."
PMC_1249_13.pdf,Exploring the Ethical Dimensions of Care Dependency in Older People: A Transpersonal View,Ana-María Porcel-Gálvez; Enrique-Octavio Iñiguez-Castro; Gloria Martínez-Lacovic; Regina Allande-Cussó,2025,"This study aims to refine the concept of care dependency in older adults through a transpersonal and culturally sensitive lens. The analysis identifies four defining attributes: loss of autonomy, erosion of identity and self-image, biographical rupture, and negative coping. Antecedents include physiological aging, chronic degenerative disease, cognitive decline, and psychosocial/cultural factors that constrain autonomy. Consequences extend beyond functional limitations, affecting emotional well-being and generating ethical and context-specific decisions. The proposed conceptual framework offers practical guidance for applying a transpersonal approach, prioritizing mutual presence, active listening, cultural attunement, and shared decision-making to preserve dignity, meaning, and connection in daily care."
PMC_1249_14.pdf,Predictors of e-cigarette usage among individuals with asthma and COPD,Tucker Rathe; Mario F. Perez; Felicia Tanu; Nkiruka C. Atuegwu; Eric M. Mortensen,2025,"The study examined factors associated with the use of e-cigarettes among individuals with asthma and COPD. Factors like being over 45 years old, experiencing wheezing, and attempting to quit or reduce cigarette smoking were associated with using e-cigarettes. However, being Hispanic and being worried about the health impacts of tobacco products reduced the likelihood of using e-cigarettes as a smoking cessation tool."
PMC_1249_15.pdf,Cryo-EM studies of amyloid-β fibrils from human and murine brains carrying the Uppsala APP mutation (Δ690–695),Mara Zielinski; Fernanda S. Peralta Reyes; Lothar Gremer; Simon Sommerhage; María Pagnon de la Vega; Christine Röder; Thomas V. Heidler; Stina Syvänen; Dieter Willbold; Dag Sehlin; Martin Ingelsson; Gunnar F. Schröder,2025,"This study used cryo-electron microscopy to investigate the structure of amyloid-β fibrils with the Uppsala APP mutation from transgenic mouse brain tissue and a patient with the same mutation. The murine Aβ fibrils were found to be nearly identical to previously described human type II filaments, while the human Aβ fibrils closely resembled type I fibrils. The researchers also determined the structures of tau filaments from the human sample, which were identical to those found in sporadic Alzheimer's disease. Additionally, the study presented the structures of four different amyloid-β fibril polymorphs formed in vitro, which differed from the folds observed in the brain samples."
PMC_1249_16.pdf,Producing Child-Centered Interventions: Social Network Factors Related to the Quality of Professional Development for Teachers of Autistic Students,Elizabeth McGhee Hassrick; Jessica Suhrheinrich; Patricia Schetter; Allison Nahmias; Melina Melgarejo; Jennica Li; Jonas Ventimiglia; Yue Yu; Aubyn Stahmer,2021,This study investigates how the social networks of professional development (PD) providers impact their performance in coaching teachers on implementing evidence-based practices (EBPs) for autistic students. The findings suggest that PD providers with more connections to autism EBP experts and resources to individualize their PD efforts report higher performance as teacher coaches.
PMC_1249_17.pdf,Psychotic-like Experiences in Adolescents Enriched for High-Risk for Developing Severe Mental Illness: Change over Two-Years and Association with Neural Reward Processing and Affective Symptoms,Xiaoying Dong; Tina Gupta; Gretchen Haas; Kristen L. Eckstrand; Jennifer S. Silk; Neal D. Ryan; Erika E. Forbes,2024,"This study examined the changes in psychotic-like experiences (PLEs) over two years and their association with clinical symptoms and neural reward function in adolescents at high-risk or low-risk for severe mental illness. The results showed that PLEs and distress increased over time, with the high-risk group showing a greater rise in PLEs. Heightened right ventral striatum neural activation and higher anxiety at baseline predicted more PLEs at 24 months, suggesting that heightened vigilance and sensitivity to external stimuli may be important precursors to the development of PLEs in adolescents."
PMC_1249_18.pdf,Modeling neuron-astrocyte interactions in neural networks using distributed simulation,Han-Jia Jiang; Jugoslava Aćimović; Tiina Manninen; Iiro Ahokainen; Jonas Stapmanns; Mikko Lehtimäki; Markus Diesmann; Sacha J. van Albada; Hans Ekkehard Plesser; Marja-Leena Linne,2025,"This study advances understanding of local interactions and self-organization of neuron-astrocyte networks and contributes to the broader investigation of their potential relationship with global activity regimes and overall brain function. The authors present a new model-building framework for neuron-astrocyte networks, introduce connectivity concepts for tripartite neuron-astrocyte interactions, design a scalable architecture capable of simulating networks with up to a million cells, and demonstrate how neuron-astrocyte interactions drive the emergence of synchronization in local neuronal groups."
PMC_1249_19.pdf,Application of machine learning models for predicting depression among older adults with non-communicable diseases in India,Kanchan Yadav; Dechenla Tshering Bhutia,2025,"The study evaluated eight supervised machine learning models to predict depression among older adults in India, using data from the Longitudinal Ageing Study in India (LASI). The random forest model outperformed other models, achieving an AUROC of 0.996 and an accuracy of 95.6%. Key predictors of depression included poor sleep, age, BMI, IADL limitations, socioeconomic status, religion, smoking, education, and physical inactivity. The findings demonstrate the utility of machine learning, particularly random forest, for scalable screening and policy-driven interventions in geriatric mental health."
PMC_1249_2.pdf,Preoperative electroacupuncture for prevention of postoperative delirium in older adults undergoing total knee arthroplasty: protocol for a multicenter randomized controlled trial,Yifen Zhuo; Jialin Yang; Xuezhen Shi; Huifen Lin; Xincheng Liao; Yusheng Yao; Lei Chen,2025,"This study investigates whether preoperative electroacupuncture prevents postoperative delirium in older adults undergoing total knee arthroplasty. It is a multicenter, randomized, double-blind, sham-controlled trial that will enroll 1460 participants aged 65-90 years. Participants will be randomly assigned to receive either active electroacupuncture or sham electroacupuncture. The primary outcome is delirium incidence within 72 hours after surgery, assessed using the Confusion Assessment Method."
PMC_1249_20.pdf,Diagnostics of diabetic retinopathy based on fundus photos using machine learning methods with advanced feature engineering algorithms,Michał Gandor; Filip Pałka; Wojciech Książek; Paweł Pławiak; Aleksandra Siedlecka; Tomasz Jeruzalski; Magdalena Olender-Skorek; Kamil Jonak; Robert Rejdak; Katarzyna Nowomiejska; Anna Matysik-Woźniak; Miguel Teus; Carolina Arruabarrena Sanchez; Marek Sylwestrzak,2025,"The research aimed to develop and validate a machine learning model for early diagnosis of diabetic retinopathy. The study analyzed 14,402 fundus photographs from patients, leveraging a large dataset to enhance the trustworthiness and validity of the findings. The researchers employed 46 unique methods for feature selection and extraction, utilizing techniques such as CLAHE, B-CosFire, and Hough transform. The most successful model, using the Random Forest algorithm combined with LBP and GLCM for feature extraction, reached an accuracy of 80.41%, F1-Score of 74.41%, and AUC of 0.80."
PMC_1249_21.pdf,Hierarchical attention enhanced deep learning achieves high precision motor imagery classification in brain computer interfaces,Zhen Chen; Ye Cao; Qiangqiang Fu; Liyang Hou,2025,"This study presents a novel attention-enhanced convolutional-recurrent deep learning framework for motor imagery classification in Brain-Computer Interfaces (BCIs). The proposed approach integrates spatial feature extraction, temporal dynamics modeling, and selective attention mechanisms to achieve state-of-the-art accuracy of 97.2477% on a custom four-class motor imagery dataset. The study highlights the critical role of attention mechanisms in capturing task-relevant neural patterns amidst the high-dimensional, non-stationary nature of EEG signals, demonstrating the potential of biomimetic computational architectures to enhance BCI reliability and applications in neurorehabilitation technologies."
PMC_1249_22.pdf,Hypertension control in resource-constrained settings: Bridging socioeconomic gaps with predictive insights,Md Abul Kalam Azad; Md Abu Sufian; Lujain Alsadder; Sadia Zaman; Wahiba Hamzi; Amira Ali; Md. Zakir Hossain; Boumediene Hamzi,2025,"The study examines the critical gaps in hypertension management, emphasizing the urgent need to address modifiable risk factors, tailor therapeutic regimens, and integrate socioeconomic considerations into public health frameworks. It advocates for scalable, data-driven interventions to bridge the hypertension care gap, thereby mitigating cardiovascular disease risks and enhancing health equity in underserved regions."
PMC_1249_23.pdf,Cognitive abilities and internet use among older adults in the CzechRepublic and Slovenia,Peter Seljak; Tomas Dosedel; Barbara Grintal; Zdenka Milić Kavčič; Jana Goriup; Voyko Kavčič,2025,"This cross-sectional study investigates the association between cognitive abilities and ICT use among older adults in the Czech Republic and Slovenia. The findings show that higher cognitive abilities are significantly associated with greater ICT use in both countries, even after excluding individuals with probable cognitive impairments. This association remains robust after controlling for age, education, gender, and living arrangements. The study highlights the importance of integrating cognitive health into digital inclusion strategies targeting older populations, particularly in aging societies where technological access is essential for social participation and well-being."
PMC_1249_24.pdf,Similarity in Early Life Stress Exposure Is Associated With Similarity in Neural Representations in Early Adulthood,Miro Ilomäki; Jallu Lindblom; Marjo Flykt; Mervi Vänskä; Raija-Leena Punamäki; Patrik Wikman,2025,"The study examined whether interindividual similarity in early life stress (ELS) exposure aligns with similarity in neural representations and behavioral task performance in early adulthood. The findings suggest that prospective ELS, but not retrospective ELS, is significantly associated with neural representational similarity across multiple cortical regions. The study highlights the systematic and chronic effects of more moderate ELS on brain development and emphasizes the value of prospective measurements and advanced similarity analyses in capturing the nuanced influences of ELS."
PMC_1249_25.pdf,Spontaneous Modulation of Standard EEG Frequency Bands During a Neurofeedback-Like Task,Jacob Maaz; Véronique Paban; Laurent Waroquier; Arnaud Rey,2025,"The study examines whether EEG frequency bands targeted by neurofeedback change spontaneously over time, are influenced by a continuously modified visual stimulus, and are affected by the frequency of stimulus modification. The results reveal a spontaneous increase in alpha power, an increase in theta power when exposed to a continuously modified visual stimulus, and an absence of changes in the studied EEG frequency bands when manipulating the stimulus modification frequency. These findings suggest that EEG changes observed during neurofeedback may be influenced by the task environment itself, rather than solely by successful EEG self-modulation."
PMC_1249_26.pdf,Heart Regeneration and Repair: Molecular Mechanism and Therapeutic Targets,Mingchuan Liu; Tingwei Peng; Rui Yu; Kexin Wang; Di Wang; Xiaojie Jia; Yan Zhang; Jianqiang Hu; Bingchao Qi; Yan Li,2025,"The review discusses the physiological and microenvironmental changes during cardiomyocyte development, the intrinsic and extrinsic molecular mechanisms regulating cardiomyocyte proliferation, and various approaches for promoting heart regeneration, including cell transplantation, pharmacological and genetic interventions, and bioengineering methods. The review aims to clarify important issues and advance research on heart regeneration and its clinical applications."
PMC_1249_27.pdf,"Barriers, facilitators and solutions to equitable career progression for disabled doctors: an integrative review",Megan E L Brown; Bryan Burford; Gillian Vance,2025,"This integrative review synthesises international empirical and grey literature to identify the barriers, facilitators and potential solutions that shape the career progression of disabled resident doctors. It finds that structural ableism, inaccessible systems and stigma around disclosure are consistently identified as barriers, while mentorship, affirming supervisory relationships and identity-affirming networks act as facilitators. However, most initiatives remain unevaluated, and UK-specific evidence is limited."
PMC_1249_28.pdf,The decline in reading for pleasure over 53 years of the American Time Use Survey,Hessica R. Bose; Beigi Bi; Bill R. Jonze; Daisy Bancourt,2021,"The study examines the decline in reading for pleasure in the US over the past 53 years, finding marked declines in the proportion of individuals reading daily, with disparities across population groups. The findings demonstrate the need for more targeted strategies to increase opportunities for reading for pleasure."
PMC_1249_29.pdf,Unveiling the Determinants of Prehospital Delay in Patients With Acute Myocardial Infarction: A Cross-Sectional Study,Wenman Lv; Xin Jin; Yue Yang; Yinji Jin,2025,"This study aims to comprehend the current status of prehospital delay among patients with acute myocardial infarction. It analyzes the correlation between various factors and prehospital delay and explores the influencing factors. The study finds that pain level is a protective factor, while impaired decision-making and psychological distress are risk factors. It also emphasizes the importance of family support in reducing prehospital delays, which can guide the development of targeted interventions for acute myocardial infarction patients in China and similar populations."
PMC_1249_3.pdf,THE EFFECT OF ANESTHESIA ON POSTOPERATIVE COGNITIVE DYSFUNCTION,Miro Bilić; Martina Lukšić; Martina Miklić Bublić; Zrinka Orešković; Davor Mijatović; Vilena Vrbanović Mijatović,2024,"This study aimed to determine the incidence of postoperative cognitive dysfunction (POCD) after general or regional anesthesia and identify potential risk factors. The results showed that 42.2% of patients developed POCD the day after surgery. Risk factors included lower education level, previous COVID-19 infection, higher Charlson comorbidity index, and general anesthesia. Older age was also associated with poorer cognitive test results regardless of the type of anesthesia. These findings suggest that identifying patients at risk of POCD before surgery can help adjust anesthesia and postoperative care to mitigate cognitive impairment."
PMC_1249_30.pdf,Participation and Experiences in Extracurricular Activities for Children With Developmental Language Disorder and Their Peers,Callyn Farrell; Virginia Slaughter; Aisling Mulvihill,2025,"This study investigated whether participation and experiences differ for children aged 4-to 12-years with a developmental language disorder (DLD) compared to their typically language developing (TLD) peers in organized extracurricular social activities (OESAs). The results showed that parents of children with DLD reported engagement in a similar number of OESAs and for a similar length of time on a weekly basis compared to parents of TLD children. When evaluating factors that facilitated positive participation experiences, parents of children with DLD provided ratings mostly comparable to those of TLD parents. However, ability-related factors, such as communication, motor, and social skills, were more likely to influence the participation experience for children with DLD when they disengaged from an OESA."
